customer_id,adopted_new_product
C47838-551100,0
C96853-993538,1
C84644-342590,1
C21983-426612,1
C98918-302016,1
C98610-340334,0
C99351-476870,1
C43501-70716,0
C15480-778410,0
C18312-327155,0
C46828-312887,1
C54908-491581,1
C6043-271218,1
C80205-677768,1
C25387-836204,1
C34071-191628,0
C56252-667108,1
C60140-485166,0
C60716-786963,0
C23997-614694,0
C23110-45741,0
C40254-709740,1
C20214-652997,1
C19150-210533,0
C94194-878408,1
C50496-272780,0
C44946-728755,0
C92761-50972,1
C39073-379380,1
C23674-597522,0
C90255-190546,0
C13969-397924,1
C62267-987120,0
C56247-297239,0
C12222-883722,0
C43927-770269,0
C63676-61391,1
C21777-705330,0
C28323-269286,0
C29914-403416,0
C83711-786429,1
C43285-604186,0
C96163-868310,0
C75775-447788,1
C40603-641101,0
C19614-277702,0
C21017-468494,1
C54799-385267,0
C50219-924842,0
C10047-280074,1
C81180-684345,0
C85650-282095,1
C32732-912473,1
C19452-961007,0
C23753-369962,0
C67215-601831,0
C97394-271797,0
C98454-690174,0
C72088-690080,0
C38021-83303,1
C80976-807936,1
C55275-555914,0
C53552-983851,1
C68423-719673,0
C15939-874860,1
C2255-450436,1
C7119-514886,1
C54612-757768,1
C86250-528378,0
C26290-751544,0
C48525-398562,0
C74234-201869,0
C86217-344370,0
C49074-786569,1
C47896-183892,1
C48843-603576,0
C37777-408090,0
C59073-714358,0
C52514-386559,0
C25702-78635,0
C29792-325592,0
C48850-28500,0
C21860-938593,1
C68556-98791,0
C24185-314909,1
C23025-630972,1
C5715-783170,0
C37183-918659,0
C68419-236439,0
C51430-539514,1
C97492-800353,0
C50049-722120,1
C68482-775079,1
C99333-670061,0
C37686-227783,1
C58718-222929,0
C78411-996597,1
C7649-584654,0
C52594-15456,1
C88073-570280,1
C24058-925917,1
C94620-390559,0
C5933-878946,1
C23486-18780,1
C99441-538711,1
C94340-501978,1
C77957-439375,0
C32507-263999,1
C16135-991212,0
C55197-143157,0
C3587-911698,0
C57802-545535,0
C95061-167465,0
C85207-605080,0
C29175-746000,0
C84317-218731,0
C14881-919424,0
C39965-531227,1
C45267-60748,1
C81838-637560,1
C20028-166132,0
C39699-866608,0
C16875-962942,0
C66604-204064,0
C76018-564798,0
C70787-729791,1
C26904-778925,0
C86384-207420,0
C97656-166759,0
C43660-736707,0
C27356-412503,0
C6225-991246,1
C4470-619167,0
C4938-351167,0
C57529-91590,1
C3234-953510,1
C43299-301142,0
C77192-802662,0
C93613-584364,0
C63694-621388,0
C96202-211075,0
C2769-712164,0
C49527-964424,1
C81717-585074,0
C13038-440974,0
C5817-33943,0
C77918-279345,0
C47759-288758,0
C64675-573932,1
C79837-59819,0
C16389-892360,1
C24506-38465,0
C82148-369604,0
C20810-992296,0
C13548-496182,1
C15298-469755,1
C68038-210138,0
C50899-152647,0
C35061-841202,0
C65570-974891,0
C52356-921626,0
C84154-398628,1
C58286-535448,0
C26647-784597,0
C94572-139116,0
C85923-294304,0
C51531-85924,0
C25576-24001,0
C10786-931708,1
C17636-824983,1
C34162-341914,0
C48316-456393,1
C25141-35044,0
C31753-94159,0
C21773-603692,0
C10467-412709,0
C19729-756757,0
C88736-404501,0
C72290-104402,0
C19422-769836,1
C84646-271196,0
C12793-666618,1
C9341-99166,1
C29878-716652,1
C12751-613441,1
C26066-753337,0
C9375-73037,0
C45706-591054,1
C1758-63900,1
C94599-655806,1
C72568-846151,0
C14348-446776,0
C24537-856870,0
C39827-724053,0
C89991-455688,1
C15099-920180,0
C6476-926580,1
C70002-877127,0
C91369-708070,0
C78094-190529,0
C62978-632220,1
C98431-166887,0
C11264-387103,0
C63068-571402,1
C9147-536565,0
C45085-324971,0
C6677-418041,1
C83271-44883,1
C3970-861982,0
C34194-734537,1
C55429-626967,1
C9317-966671,0
C83238-507915,1
C66241-327882,0
C22443-594486,1
C13103-187486,0
C32189-402293,1
C30129-691582,0
C79123-817237,1
C52062-911307,0
C87701-475212,1
C76480-163499,0
C84959-971888,0
C91033-641078,0
C46057-63461,1
C82964-194590,0
C43839-345541,0
C38833-533336,0
C45489-67378,0
C39216-564682,0
C56351-880266,1
C17680-598234,0
C923-684933,0
C92108-736365,0
C7184-338212,1
C10707-694776,0
C76455-529140,0
C12069-284449,1
C63159-724523,1
C77336-684206,0
C97428-199494,1
C98947-177591,0
C46626-185097,0
C47817-989746,1
C59526-782132,1
C84266-839192,1
C78449-395124,0
C4701-754277,0
C4433-11783,0
C71035-652875,0
C89329-539478,0
C40954-675065,0
C51098-752155,0
C67490-319718,1
C31658-690742,0
C61894-503966,1
C43685-519456,0
C84914-243114,0
C40364-816224,1
C33426-482365,1
C84916-908868,0
C15767-997781,0
C87291-33671,0
C71919-243776,1
C68961-505260,1
C96419-940824,0
C50493-876623,1
C3243-333741,1
C57605-599775,1
C92162-888222,0
C28996-256347,0
C50729-27989,1
C7651-111602,1
C67882-716430,0
C63511-328581,1
C73285-31130,0
C988-945056,0
C57235-394011,1
C29524-843216,1
C41659-171137,0
C48072-297751,0
C10050-165995,0
C5513-834511,0
C39405-886705,1
C30185-435711,1
C76123-707592,1
C83945-19581,1
C96407-969371,0
C92274-59167,1
C36263-872861,0
C49692-777921,1
C57433-488662,1
C8139-686918,0
C34454-962586,0
C3924-537631,0
C89635-631155,0
C3536-23756,1
C40957-378161,1
C16157-973833,1
C1410-385106,0
C75455-926201,0
C66113-675374,0
C60122-215366,0
C9006-304765,0
C9968-31410,0
C18646-897711,0
C98912-217951,0
C33249-427963,1
C67481-146782,0
C45430-816468,1
C56969-101475,1
C90529-685240,0
C1876-241901,1
C57355-812163,0
C31336-276402,0
C66880-104947,1
C1433-861650,1
C69305-710195,0
C83220-653887,1
C55433-39520,1
C33614-542007,0
C89993-596696,1
C92707-571904,0
C30944-727149,1
C91300-453379,0
C892-438250,0
C39795-560343,1
C83287-588324,1
C39237-859030,1
C84710-328385,1
C73510-686801,0
C39732-580760,1
C83668-351684,0
C30985-34389,0
C76644-290179,1
C44970-726934,0
C9689-569713,0
C64974-202160,0
C72346-448527,0
C38327-336685,1
C9854-303580,0
C97683-989250,0
C75119-901383,1
C94549-428492,1
C45317-734607,1
C33846-950797,0
C8809-293900,0
C95487-238639,1
C63275-893950,1
C54381-515405,1
C76781-895308,0
C86828-307180,0
C47359-68028,0
C18939-815601,0
C27510-708545,1
C11547-454680,0
C95994-695153,0
C14007-736375,0
C38296-961978,0
C22469-242524,1
C95117-234304,0
C97317-360228,0
C2689-100917,1
C269-153600,0
C92549-320883,1
C3339-606915,0
C3584-124091,0
C18325-269706,0
C80559-391261,1
C61204-596643,1
C85046-676550,0
C40052-418121,1
C59045-271061,0
C87499-275034,1
C5480-145134,0
C86346-224582,0
C80921-138943,1
C27360-649241,1
C32979-233667,0
C16243-221866,0
C49844-950439,1
C73049-845957,1
C80362-352015,0
C57431-532479,1
C92651-447278,0
C71619-999959,0
C19278-954245,1
C92626-865401,0
C75957-246215,0
C60297-383053,1
C36466-324874,0
C53055-439301,0
C42011-799352,0
C44396-656644,0
C8401-835876,0
C98629-490618,1
C35879-167879,1
C99017-732247,1
C79718-406568,0
C71094-41051,1
C41870-166101,0
C29585-804538,0
C40385-180018,0
C66655-392848,0
C48771-434431,0
C20370-571517,1
C88251-550198,0
C13798-45748,0
C72365-136063,1
C39829-954216,0
C11271-457493,1
C79583-626866,0
C60784-487996,0
C55265-917501,0
C50048-308185,0
C34825-216756,0
C19550-167037,1
C13400-162054,1
C84700-363735,1
C4541-282327,0
C20215-792148,1
C99505-733173,0
C87504-875908,0
C42097-354228,0
C86251-895159,1
C14832-503211,0
C25467-488111,1
C42838-409262,1
C1081-11099,1
C87190-831730,1
C90955-691619,1
C81766-651240,0
C84451-819081,1
C8666-176886,0
C91965-83749,0
C71985-183752,0
C10828-99159,1
C84011-587480,1
C87181-897373,1
C45688-892205,0
C19053-480746,1
C68508-781357,1
C34203-279861,1
C71049-922552,0
C94905-559036,0
C49364-435817,1
C20256-168885,0
C13523-791688,1
C42905-629967,0
C2087-657220,0
C37697-737221,0
C84005-67122,0
C27968-842240,0
C77070-239172,1
C63905-328456,0
C16736-573137,0
C98019-442667,0
C17107-469521,1
C95847-18777,1
C76964-386804,0
C9558-945977,0
C68581-295465,0
C76122-321229,1
C67728-578286,1
C64467-415064,1
C70748-23606,1
C17037-149168,1
C35645-651703,1
C97376-687976,1
C89117-583466,0
C48455-455108,1
C75661-854707,1
C34182-27521,0
C60582-587562,0
C79198-979033,0
C11404-376215,0
C72651-28823,1
C44985-891661,1
C87540-194165,1
C24356-418018,0
C58448-803592,1
C25152-25648,1
C87451-819831,0
C58579-277776,0
C80832-155243,0
C60300-504661,0
C83240-768484,0
C2606-779782,0
C58635-287352,0
C44940-401698,0
C60687-457897,0
C59421-745604,0
C43302-320033,1
C56688-134213,0
C21652-382004,1
C94771-925636,1
C33841-609016,0
C21761-47643,0
C12184-423952,0
C94428-367624,1
C865-43101,0
C61301-628356,0
C73371-888368,1
C81838-248575,0
C47299-837706,0
C79933-377000,1
C40464-951855,1
C90005-131666,0
C39344-66812,1
C58491-177312,0
C77664-333292,1
C85459-482452,1
C15177-88683,0
C57949-351729,0
C52752-908987,0
C33600-938516,0
C19997-173478,0
C59015-415387,1
C37477-653995,0
C26997-845912,1
C47380-280640,1
C72692-220059,0
C94586-183404,1
C68389-158130,0
C32041-759005,0
C99776-142790,0
C14334-507067,1
C75272-593545,1
C3476-172360,0
C30883-570036,0
C85965-126385,1
C16813-467027,0
C4958-69849,0
C85108-522023,0
C82160-952643,0
C4639-123979,1
C18957-305143,0
C5464-793334,0
C66085-722500,1
C86466-974657,1
C21178-12556,0
C37674-32651,0
C969-70739,1
C62724-255589,1
C40175-154077,0
C93776-638901,0
C3759-558218,1
C36470-944938,0
C58285-963597,1
C43851-354468,0
C84973-348043,0
C5231-48643,1
C1458-676905,1
C91250-334780,1
C57471-108573,1
C82407-371208,0
C79239-974869,1
C17316-248307,0
C41309-156835,0
C42420-537823,0
C11401-347100,0
C75151-741541,1
C92438-335230,1
C991-685562,0
C22072-11775,1
C50557-68489,1
C54535-768268,0
C22936-655259,1
C24937-434908,1
C22878-894612,0
C43230-549017,1
C16808-681195,1
C24332-898127,0
C39512-219758,0
C4882-883634,0
C61296-301011,0
C26415-316891,1
C10152-79308,1
C19621-680600,1
C69534-178252,0
C82855-360214,0
C35646-101897,1
C79445-368974,0
C26072-968267,0
C64485-340393,1
C22130-924442,0
C40476-678803,0
C89931-45139,0
C18155-339521,1
C99320-904202,1
C25593-998026,0
C74961-277306,0
C86009-802501,1
C36353-354519,1
C86817-129121,1
C76597-298867,1
C17805-588914,0
C44776-90236,0
C91740-900339,1
C79145-255962,0
C62595-686850,1
C9051-522558,0
C42008-210263,0
C51018-856146,1
C8319-253285,0
C7263-564427,1
C2570-425752,0
C36981-390027,1
C7849-984725,1
C24282-425750,0
C77550-925580,0
C80643-88930,0
C96587-957203,1
C21483-520793,0
C78678-194557,1
C25512-565879,0
C13281-378422,0
C59730-113702,0
C96504-448501,0
C10962-130905,0
C28788-588318,0
C48117-832242,0
C96581-942048,1
C13039-413159,1
C94567-65615,1
C39685-621454,1
C23042-589524,1
C5372-194683,0
C24365-885304,0
C28768-185579,1
C97535-967054,0
C9397-74795,1
C64105-557509,0
C1707-445200,1
C59283-804961,0
C87094-320518,1
C56405-333477,0
C23217-885421,1
C82086-555594,0
C94991-119010,1
C7745-873775,0
C42338-491780,1
C69794-951501,1
C40793-203303,1
C26678-136598,0
C46508-260291,1
C69802-751849,1
C84945-208687,1
C19477-981861,1
C9378-160870,0
C64908-504653,1
C11540-720784,0
C26345-857828,0
C22197-455166,0
C73803-341279,1
C67192-25211,1
C21798-531878,0
C45402-401453,1
C85964-794746,0
C8139-544244,0
C71939-664545,1
C86398-714262,1
C55513-650221,0
C66058-84918,1
C77621-300319,0
C94343-101589,0
C81719-149595,0
C34810-304647,1
C91452-310223,0
C75586-127541,0
C49150-673468,0
C49349-855876,0
C34347-402178,0
C70262-264400,0
C26508-670588,0
C76413-567890,0
C70783-599064,0
C179-112925,1
C96918-310344,1
C38445-721179,0
C13001-161914,0
C67859-731733,0
C79404-137035,0
C17607-846848,1
C34271-103370,0
C51830-99223,1
C7585-648944,0
C3978-765018,0
C85480-26414,0
C20981-809413,0
C51406-810948,1
C89464-698419,1
C8797-685815,1
C87260-765426,0
C42901-891926,1
C34588-849049,0
C30593-821788,1
C49102-378747,0
C7176-146471,0
C1171-48332,1
C67702-216965,0
C91281-267718,0
C41510-879207,1
C99301-722694,1
C54427-826499,1
C61172-449891,1
C97471-745242,0
C41141-649761,0
C53426-316066,1
C53196-324670,0
C55678-444095,1
C46490-36766,0
C46152-497091,0
C43267-320035,1
C54687-197371,1
C61392-777105,0
C92214-71620,0
C42239-199405,0
C87853-206457,1
C10807-408193,0
C13240-230633,1
C11193-739617,0
C72143-588369,0
C98222-897774,1
C5930-479537,1
C30708-508061,0
C47387-777376,0
C84142-969979,0
C76575-671920,0
C89995-126016,1
C19366-277524,1
C19295-148803,1
C83904-251210,1
C75346-184102,1
C41681-764948,0
C79797-533555,0
C75365-820730,0
C23379-18112,1
C26670-492697,0
C43130-492709,1
C62345-867039,0
C35233-801421,0
C44098-444271,0
C81188-605467,0
C68364-307125,1
C48345-147414,0
C23657-286715,1
C96838-520915,0
C65767-295325,0
C85613-978366,0
C65174-525266,0
C58304-272202,1
C98697-346401,0
C92900-296278,0
C25675-805395,1
C80363-48839,1
C40452-570014,0
C23794-569114,1
C21840-948390,0
C31096-14383,1
C97761-153524,0
C59782-166365,0
C44300-622659,1
C23070-426476,1
C10995-801898,0
C38171-355702,0
C52368-278718,1
C22358-312269,0
C88990-525849,1
C96277-375242,0
C62015-732319,1
C75247-532234,0
C76164-959259,0
C66635-766289,1
C3860-819860,0
C36984-953011,0
C87577-123955,1
C26122-606885,0
C54604-889997,0
C43981-492140,1
C62499-54180,0
C36551-400214,1
C51513-35878,1
C92157-869407,0
C62378-657254,0
C97085-328632,0
C6995-153325,0
C93615-626881,0
C52242-145766,0
C12652-215353,0
C93030-800048,0
C48921-944093,0
C97912-941764,0
C33730-844452,1
C70163-441238,0
C12347-241407,0
C17703-114304,0
C45664-460567,1
C627-594637,1
C56621-988332,0
C68558-850384,0
C95936-963327,1
C93416-444701,0
C50414-124542,0
C45824-208427,0
C93776-243842,1
C17330-619320,0
C92329-755439,1
C72595-88750,0
C85303-600849,1
C92037-41426,0
C3423-573639,1
C545-829519,1
C50611-156183,1
C15537-307834,0
C16955-480750,0
C82047-977224,1
C61997-757700,0
C13587-686362,1
C77484-184565,0
C62523-773799,0
C13255-972380,0
C21405-148023,1
C35194-789959,0
C72084-701918,0
C78032-430597,0
C55719-834928,0
C27981-413910,1
C63501-988908,0
C40222-413730,1
C36780-922156,0
C83552-739568,1
C44184-643256,0
C34289-843682,0
C13610-380724,0
C76788-929988,1
C71253-642356,0
C1295-472074,1
C25533-853789,1
C5405-164832,0
C58960-880529,1
C73713-424461,0
C48748-757373,1
C63190-394690,0
C42742-728099,1
C33162-31060,0
C41704-557013,1
C6778-470048,0
C48603-702722,0
C87040-170467,0
C44285-861930,0
C9778-220911,0
C37732-251801,0
C46335-614970,1
C1748-812771,1
C81313-794569,0
C88401-555472,1
C16589-285078,1
C77381-134125,1
C5918-96375,1
C27412-334768,0
C37224-23325,1
C1416-444648,1
C71090-483392,0
C60146-825276,0
C78743-258022,0
C69710-418888,1
C97604-415028,1
C32057-84202,0
C50194-137908,0
C73985-102979,0
C50578-477880,1
C98263-229769,0
C43777-565983,0
C11684-680458,0
C2206-267725,1
C60766-547348,0
C35806-568729,1
C27582-517681,0
C82264-573637,0
C63123-404104,0
C51600-318615,1
C91079-809852,0
C96455-102991,0
C93073-576667,1
C49731-39120,0
C76290-16508,1
C63752-535016,0
C51187-280213,0
C11665-451899,0
C93404-203052,0
C65723-483331,0
C74400-966089,0
C49414-305250,1
C42065-644523,0
C84368-267027,0
C68057-354214,1
C43815-16096,0
C53550-447498,0
C86162-308340,0
C62002-950532,1
C28417-442344,0
C66853-745396,0
C98824-688201,1
C13680-784697,1
C20842-530265,0
C17933-566758,1
C96521-792511,1
C71447-879164,0
C74255-333691,1
C89891-826254,0
C90608-541000,0
C13627-674618,0
C58239-79472,1
C98510-591721,1
C41157-161969,0
C67539-400603,1
C44361-273068,0
C71012-625249,0
C142-355282,0
C22869-135274,0
C67213-318738,0
C38753-400463,0
C28959-428161,1
C45974-30019,0
C77299-809954,0
C92748-208616,0
C4421-453458,1
C5876-423764,1
C16219-873822,1
C30669-236419,0
C38696-284368,0
C53067-681148,0
C33163-993332,0
C75823-729596,1
C55530-142056,0
C6768-25445,0
C58095-247009,0
C38350-808052,0
C16176-743472,0
C15476-340098,1
C64823-777388,0
C5492-984617,0
C27206-215635,0
C79945-794356,0
C24909-183213,1
C94869-466445,1
C74259-493043,0
C74810-267367,0
C11452-557300,0
C52296-909219,0
C71166-227450,1
C53176-892247,1
C23454-823212,0
C3412-336413,1
C45933-897770,0
C27292-738866,1
C96882-103059,1
C37589-655852,0
C28373-651664,0
C29573-178858,0
C61510-522944,0
C93081-470356,1
C45410-51496,0
C83506-239688,1
C60783-16214,1
C29533-437020,0
C76674-50398,1
C45120-222550,1
C29336-43698,0
C58835-452598,0
C9870-716422,1
C69385-520954,0
C23539-851167,1
C95926-252215,1
C92876-910810,0
C82419-639617,0
C92445-190842,0
C83559-744782,0
C80662-218581,0
C41296-938896,0
C23669-336451,0
C41987-858092,0
C20993-524413,1
C88071-370143,1
C55404-339369,0
C32499-158644,0
C25336-477844,1
C92835-78857,0
C98853-259106,1
C49631-666096,1
C80670-453079,0
C9542-81785,0
C56537-852054,0
C78279-98708,0
C35169-852883,0
C73346-250250,0
C38660-909892,1
C58170-559191,0
C42527-537366,0
C72852-102515,0
C77348-200492,1
C70541-206008,0
C48634-666009,1
C28030-387154,0
C96828-436919,1
C89142-770529,1
C7388-17874,1
C95647-836076,1
C81222-654848,1
C61618-193590,0
C32500-326722,1
C1667-131730,1
C48950-759330,1
C79144-679267,1
C58891-218686,0
C9784-478068,0
C92883-623561,0
C83478-559033,0
C58652-577409,1
C8146-731807,0
C5034-731950,0
C59656-69892,1
C1454-428639,0
C95452-809530,0
C57284-161180,0
C27524-808433,0
C95877-323835,1
C7239-975785,1
C11326-721859,0
C83752-431176,0
C38208-914291,0
C70747-435112,0
C68717-398386,0
C42330-47536,0
C63472-680100,0
C83549-189941,0
C17565-887910,0
C8094-384224,0
C9443-634380,1
C99120-669295,0
C6329-980075,0
C92402-699434,0
C82224-30587,1
C88804-346356,0
C44889-351128,0
C44169-66597,0
C87502-107611,0
C86862-664286,0
C58681-569815,0
C84038-662329,0
C54303-623319,0
C15190-35378,0
C16015-924247,0
C57087-719497,1
C99842-269863,0
C15129-330662,0
C89167-679332,0
C53620-738802,0
C70153-351090,1
C51564-479503,1
C22061-449587,0
C26935-959038,1
C27825-748122,0
C25457-169965,0
C1344-605777,0
C68052-821010,0
C48161-831990,0
C6590-795285,0
C25092-61388,1
C45038-488852,0
C56349-938798,0
C50834-702304,0
C74560-704428,0
C24360-203560,0
C61952-276591,0
C28480-774831,1
C84447-722169,0
C7932-812237,1
C49654-506712,0
C54117-969919,0
C57398-883187,1
C51489-485218,0
C25625-798351,0
C82192-662267,0
C80730-864582,0
C68311-396583,1
C31380-746242,0
C65192-240434,0
C62951-301813,1
C6644-266310,1
C58081-371186,0
C17432-740937,0
C26936-214812,1
C14488-239474,0
C1794-474730,0
C86777-991450,0
C49394-374121,0
C38869-170398,0
C39520-326348,0
C47746-436172,0
C11010-841368,1
C91249-553673,0
C8563-391067,0
C13436-692683,0
C26634-917860,0
C2469-810696,0
C25481-396269,0
C88005-423953,0
C99286-225482,1
C96590-493961,0
C62652-566133,1
C36039-996786,0
C67676-501963,0
C88752-230497,1
C26270-740306,0
C72008-579572,1
C22469-735696,0
C73198-771566,0
C44644-656521,0
C87336-630730,0
C60144-527040,1
C65411-616471,0
C58026-216409,0
C85653-13307,0
C49108-31159,1
C66894-361436,0
C79234-312253,1
C2966-92789,0
C52990-875510,0
C41604-370116,0
C95768-918406,0
C29504-676485,1
C737-645019,0
C90252-249826,0
C15928-169247,0
C53644-200577,0
C28804-391625,0
C91511-229230,0
C37579-441464,0
C78871-61023,0
C22127-186958,0
C92658-78912,1
C42792-342327,1
C98984-82268,0
C32309-716635,0
C56838-802835,0
C37342-472436,1
C7173-999272,0
C37927-167870,0
C50646-81434,1
C66557-594293,0
C68409-816494,1
C70098-668416,0
C86596-710358,1
C85454-399784,0
C1965-310792,1
C96342-638073,1
C28987-878744,0
C49976-377350,0
C96147-593031,0
C33579-667826,0
C40578-456758,0
C98794-505643,1
C9362-33602,0
C4587-144878,1
C13670-364827,1
C57368-783050,0
C29705-163086,1
C71702-905274,1
C26823-422016,0
C69208-256637,0
C60198-657143,0
C93475-333131,1
C48807-886018,0
C49128-106694,0
C57021-224397,0
C60860-151285,1
C67947-391053,0
C97647-303762,1
C43939-954155,1
C39773-414891,0
C3742-607010,0
C51861-141459,1
C9722-208229,1
C48523-933162,1
C42973-556400,0
C47665-424136,1
C7906-387900,1
C857-244644,0
C92346-279634,0
C21570-835459,1
C6320-192618,1
C91951-345660,1
C93429-431295,1
C79952-218693,0
C28388-762863,1
C3597-550356,1
C57426-257537,1
C97146-331304,0
C93617-850423,0
C74410-86779,1
C21117-809712,1
C1921-779846,0
C83657-220364,0
C56488-406746,0
C71433-281661,1
C16383-83103,0
C51872-713593,0
C59770-333876,0
C73233-844659,0
C95956-856430,0
C57254-500562,0
C91396-673550,1
C35661-377391,1
C76774-400876,1
C35368-269153,0
C13238-82931,1
C37793-543750,0
C83100-336168,0
C21348-961090,0
C18732-724699,0
C12200-816150,0
C48030-604656,1
C66961-892005,0
C79044-702052,1
C50940-158255,1
C19469-165327,0
C18560-686131,0
C91741-489625,0
C42462-35910,0
C28710-520146,1
C21095-916056,0
C7817-603939,0
C78967-404126,1
C64122-595700,1
C53768-945964,1
C29650-579881,0
C40968-355827,1
C98139-209533,0
C46480-238369,0
C5828-433527,0
C32900-187942,1
C10986-233044,1
C79714-793205,0
C70009-772333,0
C47336-683406,1
C32632-538469,0
C28788-779788,1
C23189-735119,1
C51929-997037,0
C50653-336752,1
C33685-169752,0
C71839-877061,0
C59104-593622,0
C2538-447596,0
C93195-335145,0
C23312-414756,0
C72277-616049,1
C17083-514804,1
C14126-781860,0
C51098-310012,0
C55844-70544,0
C57113-43048,0
C51139-502988,1
C49931-62175,0
C85272-114639,1
C77858-754110,0
C98552-639607,0
C67282-309400,0
C75500-137281,1
C46534-822484,0
C26615-502656,0
C58101-757375,0
C58497-589428,0
C17060-945371,0
C93243-994159,0
C31041-312084,0
C95949-787256,1
C41055-341261,0
C78665-718751,0
C57008-751405,0
C64167-262028,0
C18529-281600,1
C76776-915790,1
C14947-712927,0
C28874-477667,1
C9227-470413,1
C28305-966029,0
C81263-88345,1
C58864-965801,0
C56895-374531,0
C32433-199406,0
C24359-531835,1
C51219-177703,0
C61929-131752,1
C38330-357032,1
C28920-742051,0
C40415-795386,0
C85511-727921,0
C54553-751023,0
C12553-410463,0
C50425-664582,0
C49590-532238,0
C50093-253821,0
C45806-552201,1
C42917-631271,0
C91534-128857,1
C50899-433169,1
C61064-790539,1
C53778-155504,0
C71250-977357,0
C60538-157549,0
C77323-565374,1
C41148-700813,1
C40244-600031,0
C94578-296344,1
C10248-976708,0
C82919-394229,0
C19961-579697,0
C22580-426351,1
C18737-605067,0
C60404-866327,1
C47531-692406,0
C89021-39100,0
C56272-490123,0
C25537-829604,0
C8249-902662,0
C14771-920763,1
C46217-715479,1
C68935-896372,0
C99910-176138,0
C4903-193542,1
C82997-63225,0
C60905-419797,0
C18301-495004,1
C10926-113064,0
C86921-11863,1
C45875-617923,0
C74776-23744,0
C6898-290289,0
C66203-807368,0
C77260-962190,0
C77851-980794,0
C73602-832712,0
C40988-714523,0
C49147-168263,1
C95389-999728,0
C46055-598146,1
C2082-433508,0
C44450-673607,0
C15478-541207,0
C69915-516362,0
C28024-589199,1
C7412-896789,1
C30453-471705,0
C86550-246580,0
C16292-340638,1
C17550-311525,1
C5532-899338,0
C96648-320641,0
C99091-613706,0
C78811-102698,0
C6874-860650,0
C12290-917934,0
C76425-190337,0
C94550-70946,0
C64114-36707,1
C95987-944653,0
C55356-590515,1
C51815-62760,0
C7566-353377,0
C17737-10631,0
C68845-166926,0
C27399-98107,1
C3643-728678,1
C94727-423349,0
C51152-706043,0
C22164-814039,0
C72387-301919,1
C80542-521128,1
C83732-341985,0
C14525-865193,1
C51581-547885,0
C77447-844227,0
C72417-331142,0
C86926-401222,0
C25988-438018,1
C27591-26592,0
C32452-696182,0
C21776-68938,0
C65936-419692,0
C37563-163287,1
C49090-207462,0
C63727-342772,1
C85937-862630,0
C72943-781044,0
C51413-581662,1
C46686-67518,0
C99793-111288,1
C74518-391097,0
C53984-641859,0
C52720-990071,0
C10140-585901,0
C71777-330114,0
C45978-483652,0
C13262-981705,1
C65535-192279,0
C5137-887760,0
C60626-35374,0
C88014-75280,0
C14793-494916,0
C59190-494614,1
C2551-77929,0
C65660-66499,1
C6062-649342,0
C97051-162364,0
C89652-351266,0
C16544-229266,0
C40543-162622,1
C16606-889034,0
C38484-810710,1
C97329-165981,0
C24348-902971,1
C46262-610929,1
C42790-856038,1
C69725-649413,0
C68108-360433,0
C35832-528423,0
C8204-474144,0
C83330-145089,1
C90366-155265,1
C35080-756020,0
C75090-156769,0
C39660-115487,0
C91149-231470,0
C46087-710410,0
C31085-799659,0
C90398-318566,1
C40528-799759,0
C62823-945100,1
C17138-683715,1
C22319-83032,1
C4371-145284,1
C74591-59090,0
C62250-859138,1
C44327-477257,0
C97181-277569,0
C23216-671000,0
C17569-881322,0
C20860-999542,0
C2063-574990,0
C76102-650048,0
C11260-762296,1
C7643-634694,0
C29707-776376,1
C85935-430685,0
C52205-51275,0
C76251-235689,0
C67068-545015,0
C23338-322235,1
C63930-22620,0
C74067-710892,1
C8430-553649,0
C44253-482227,0
C8711-315282,0
C13972-508215,0
C49555-81011,0
C35030-520517,1
C72122-756330,0
C62814-463752,1
C88894-771703,0
C48816-751306,0
C66804-545356,0
C76541-508208,1
C82169-17929,0
C88544-619580,1
C71535-862174,0
C99242-344231,1
C45399-173453,0
C58865-138144,1
C62814-759273,0
C16035-715003,1
C1420-981691,1
C46132-331503,0
C77863-236856,0
C18007-396083,0
C38102-463736,0
C44938-185280,1
C39012-765434,0
C48837-942797,0
C33467-372739,0
C80734-452988,1
C96690-646798,1
C80436-736002,0
C42224-645826,0
C45738-499465,1
C91215-248396,1
C2082-455466,1
C35865-374812,1
C82706-860739,0
C96522-139304,0
C54781-161222,0
C63332-215382,1
C62449-909134,0
C63574-336006,0
C29613-185484,1
C22692-56473,0
C51732-640664,0
C15509-42958,0
C9629-222628,0
C24254-25013,0
C45017-305333,1
C75381-173725,0
C89971-870846,1
C52592-135437,0
C3088-619360,0
C9113-191955,1
C39213-299634,0
C3674-885068,1
C98116-375871,0
C93999-230036,0
C31468-920964,0
C32328-238744,1
C49811-427918,0
C46197-433996,1
C28739-885686,1
C14923-440940,0
C23610-773116,1
C38433-584922,0
C4535-271356,0
C38518-956315,0
C58055-356173,0
C59607-932846,1
C51133-80639,0
C86189-545258,0
C73072-749934,0
C47319-981661,0
C34577-823892,0
C89880-576825,0
C42821-740798,0
C67328-73038,0
C15623-732958,0
C42305-504853,0
C66835-506676,0
C16475-68776,1
C2811-13806,0
C28122-566788,0
C93277-684321,1
C95166-161499,0
C88248-934836,1
C71631-390665,0
C41050-586013,0
C22244-132204,1
C70660-321337,1
